"Plot Title: GL31_07_"
"#","Date Time, GMT-05:00","H08 Temp., °C (LGR S/N: 870237)","H08 Temp., °C (LGR S/N: 870237)","H08 Temp., °C (LGR S/N: 870237)"
95,06/23/07 11:34:00 PM,30.18,34.85,26.34
96,06/23/07 11:35:00 PM,30.18,34.43,26.34
97,06/23/07 11:36:00 PM,30.18,34.43,26.34
98,06/23/07 11:37:00 PM,30.18,34.43,26.34
99,06/23/07 11:38:00 PM,30.18,34.43,26.34
100,06/23/07 11:39:00 PM,30.18,34.43,26.34
101,06/23/07 11:40:00 PM,30.18,34.85,26.34
102,06/23/07 11:41:00 PM,30.18,34.85,26.34
103,06/23/07 11:42:00 PM,30.18,34.85,26.34
104,06/23/07 11:43:00 PM,30.18,34.85,26.16
105,06/23/07 11:44:00 PM,30.18,34.85,26.16
106,06/23/07 11:45:00 PM,30.18,34.85,26.16
107,06/23/07 11:46:00 PM,30.18,34.85,26.16
108,06/23/07 11:47:00 PM,30.18,34.85,26.16
109,06/23/07 11:48:00 PM,30.18,34.85,25.98
110,06/23/07 11:49:00 PM,30.18,34.85,25.98
111,06/23/07 11:50:00 PM,30.18,34.85,25.98
112,06/23/07 11:51:00 PM,30.18,34.85,25.98
113,06/23/07 11:52:00 PM,30.18,34.85,26.16
114,06/23/07 11:53:00 PM,30.18,34.85,26.16
115,06/23/07 11:54:00 PM,30.18,34.85,26.16
116,06/23/07 11:55:00 PM,30.00,34.85,26.16
117,06/23/07 11:56:00 PM,30.00,34.85,26.16
118,06/23/07 11:57:00 PM,30.00,34.85,26.16
119,06/23/07 11:58:00 PM,30.18,34.85,26.16
120,06/23/07 11:59:00 PM,30.00,34.85,26.16
121,06/24/07 12:00:00 AM,30.00,34.85,25.98
122,06/24/07 12:01:00 AM,30.00,34.85,25.98
123,06/24/07 12:02:00 AM,30.00,34.85,25.98
124,06/24/07 12:03:00 AM,30.00,34.85,25.98
125,06/24/07 12:04:00 AM,30.00,34.85,25.98
126,06/24/07 12:05:00 AM,30.00,34.85,25.98
127,06/24/07 12:06:00 AM,30.00,34.85,25.98
128,06/24/07 12:07:00 AM,29.81,34.85,25.98
129,06/24/07 12:08:00 AM,29.81,34.85,25.98
130,06/24/07 12:09:00 AM,29.81,34.85,25.80
131,06/24/07 12:10:00 AM,30.00,34.85,25.80
132,06/24/07 12:11:00 AM,30.00,34.85,25.98
133,06/24/07 12:12:00 AM,30.18,34.85,25.98
134,06/24/07 12:13:00 AM,30.18,34.85,25.98
135,06/24/07 12:14:00 AM,30.18,34.85,25.98
136,06/24/07 12:15:00 AM,30.18,34.85,25.98
137,06/24/07 12:16:00 AM,30.18,34.85,25.98
138,06/24/07 12:17:00 AM,30.18,34.85,25.80
139,06/24/07 12:18:00 AM,30.18,34.85,25.80
140,06/24/07 12:19:00 AM,30.18,34.85,25.80
141,06/24/07 12:20:00 AM,30.00,34.85,25.80
142,06/24/07 12:21:00 AM,30.00,34.85,25.80
143,06/24/07 12:22:00 AM,30.00,34.85,25.62
144,06/24/07 12:23:00 AM,30.00,34.85,25.62
145,06/24/07 12:24:00 AM,30.00,34.85,25.62
146,06/24/07 12:25:00 AM,30.00,34.85,25.62
147,06/24/07 12:26:00 AM,30.00,34.85,25.62
148,06/24/07 12:27:00 AM,29.81,34.85,25.62
149,06/24/07 12:28:00 AM,30.00,34.85,25.62
150,06/24/07 12:29:00 AM,30.00,34.85,25.62
151,06/24/07 12:30:00 AM,30.00,34.85,25.62
152,06/24/07 12:31:00 AM,30.00,34.85,25.62
153,06/24/07 12:32:00 AM,30.18,34.85,25.62
154,06/24/07 12:33:00 AM,30.18,34.85,25.62
155,06/24/07 12:34:00 AM,30.18,34.85,25.62
156,06/24/07 12:35:00 AM,30.18,34.85,25.62
157,06/24/07 12:36:00 AM,30.18,34.85,25.80
158,06/24/07 12:37:00 AM,30.18,34.85,25.80
159,06/24/07 12:38:00 AM,30.37,34.85,25.80
160,06/24/07 12:39:00 AM,30.37,34.85,25.62
161,06/24/07 12:40:00 AM,30.18,34.85,25.62
162,06/24/07 12:41:00 AM,30.18,34.85,25.62
163,06/24/07 12:42:00 AM,30.18,34.85,25.62
164,06/24/07 12:43:00 AM,30.18,34.85,25.44
165,06/24/07 12:44:00 AM,30.18,34.85,25.44
166,06/24/07 12:45:00 AM,30.00,34.85,25.44
167,06/24/07 12:46:00 AM,30.00,34.85,25.44
168,06/24/07 12:47:00 AM,30.18,34.85,25.44
169,06/24/07 12:48:00 AM,30.18,34.85,25.44
170,06/24/07 12:49:00 AM,30.37,34.85,25.44
171,06/24/07 12:50:00 AM,30.37,34.85,25.44
172,06/24/07 12:51:00 AM,30.37,34.85,25.44
173,06/24/07 12:52:00 AM,30.37,34.85,25.44
174,06/24/07 12:53:00 AM,30.37,34.85,25.62
175,06/24/07 12:54:00 AM,30.37,34.85,25.62
176,06/24/07 12:55:00 AM,30.18,34.85,25.62
177,06/24/07 12:56:00 AM,30.18,34.85,25.44
178,06/24/07 12:57:00 AM,30.18,34.85,25.44
179,06/24/07 12:58:00 AM,30.18,34.85,25.44
180,06/24/07 12:59:00 AM,30.00,34.85,25.44
181,06/24/07 01:00:00 AM,30.00,34.85,25.27
182,06/24/07 01:01:00 AM,29.81,34.85,25.27
183,06/24/07 01:02:00 AM,29.81,34.85,25.27
184,06/24/07 01:03:00 AM,29.81,34.85,25.27
185,06/24/07 01:04:00 AM,30.00,34.85,25.27
186,06/24/07 01:05:00 AM,30.00,34.85,25.27
187,06/24/07 01:06:00 AM,30.00,34.85,25.44
188,06/24/07 01:07:00 AM,30.00,34.85,25.44
189,06/24/07 01:08:00 AM,30.00,34.85,25.44
190,06/24/07 01:09:00 AM,30.00,34.85,25.44
191,06/24/07 01:10:00 AM,30.00,34.85,25.44
192,06/24/07 01:11:00 AM,30.00,35.27,25.44
193,06/24/07 01:12:00 AM,30.00,35.27,25.44
194,06/24/07 01:13:00 AM,30.00,35.27,25.44
195,06/24/07 01:14:00 AM,29.81,35.27,25.44
196,06/24/07 01:15:00 AM,29.81,35.27,25.27
197,06/24/07 01:16:00 AM,29.81,34.85,25.27
198,06/24/07 01:17:00 AM,29.81,34.85,25.27
199,06/24/07 01:18:00 AM,29.81,34.85,25.27
200,06/24/07 01:19:00 AM,29.81,34.85,25.27
201,06/24/07 01:20:00 AM,29.81,34.85,25.27
202,06/24/07 01:21:00 AM,30.00,34.85,25.44
203,06/24/07 01:22:00 AM,30.00,34.85,25.44
204,06/24/07 01:23:00 AM,30.00,34.85,25.44
205,06/24/07 01:24:00 AM,30.18,34.85,25.44
206,06/24/07 01:25:00 AM,30.18,34.85,25.44
207,06/24/07 01:26:00 AM,30.18,35.27,25.27
208,06/24/07 01:27:00 AM,30.00,35.27,25.27
209,06/24/07 01:28:00 AM,30.00,34.85,25.27
210,06/24/07 01:29:00 AM,30.18,35.27,25.27
211,06/24/07 01:30:00 AM,30.56,34.85,25.27
212,06/24/07 01:31:00 AM,30.94,34.85,25.27
213,06/24/07 01:32:00 AM,30.94,34.85,25.27
214,06/24/07 01:33:00 AM,31.13,34.85,25.27
215,06/24/07 01:34:00 AM,31.13,34.85,25.09
216,06/24/07 01:35:00 AM,31.32,34.85,25.09
217,06/24/07 01:36:00 AM,31.32,34.85,25.09
218,06/24/07 01:37:00 AM,31.32,34.85,25.09
219,06/24/07 01:38:00 AM,31.13,34.85,25.09
220,06/24/07 01:39:00 AM,31.13,34.85,25.09
221,06/24/07 01:40:00 AM,31.13,34.85,25.09
222,06/24/07 01:41:00 AM,31.13,34.85,25.09
223,06/24/07 01:42:00 AM,31.13,34.85,25.09
224,06/24/07 01:43:00 AM,31.13,34.85,25.09
225,06/24/07 01:44:00 AM,31.13,34.85,25.09
226,06/24/07 01:45:00 AM,31.13,34.85,25.09
227,06/24/07 01:46:00 AM,31.13,34.85,25.09
228,06/24/07 01:47:00 AM,31.13,34.85,25.09
229,06/24/07 01:48:00 AM,31.13,34.85,25.09
230,06/24/07 01:49:00 AM,31.13,34.85,25.09
231,06/24/07 01:50:00 AM,31.13,34.85,25.09
232,06/24/07 01:51:00 AM,31.13,34.85,25.09
233,06/24/07 01:52:00 AM,31.13,34.85,25.09
234,06/24/07 01:53:00 AM,31.13,34.85,25.09
235,06/24/07 01:54:00 AM,31.32,34.85,24.91
236,06/24/07 01:55:00 AM,31.32,34.85,25.09
237,06/24/07 01:56:00 AM,31.32,34.85,25.09
238,06/24/07 01:57:00 AM,31.32,34.85,25.09
239,06/24/07 01:58:00 AM,31.32,34.85,24.91
240,06/24/07 01:59:00 AM,31.51,34.85,24.91
241,06/24/07 02:00:00 AM,31.51,34.85,24.91
242,06/24/07 02:01:00 AM,31.51,34.85,24.91
243,06/24/07 02:02:00 AM,31.32,34.85,24.91
244,06/24/07 02:03:00 AM,31.32,34.85,24.91
245,06/24/07 02:04:00 AM,31.32,34.85,24.91
246,06/24/07 02:05:00 AM,31.32,34.85,24.91
247,06/24/07 02:06:00 AM,31.32,34.85,24.91
248,06/24/07 02:07:00 AM,31.32,34.85,24.91
249,06/24/07 02:08:00 AM,31.51,34.85,24.91
250,06/24/07 02:09:00 AM,31.51,34.85,24.91
251,06/24/07 02:10:00 AM,31.51,34.85,24.91
252,06/24/07 02:11:00 AM,31.51,34.85,24.74
253,06/24/07 02:12:00 AM,31.51,34.85,24.91
254,06/24/07 02:13:00 AM,31.51,34.85,24.74
255,06/24/07 02:14:00 AM,31.51,34.85,24.91
256,06/24/07 02:15:00 AM,31.51,34.85,24.91
257,06/24/07 02:16:00 AM,31.51,34.85,24.91
258,06/24/07 02:17:00 AM,31.51,34.85,24.91
259,06/24/07 02:18:00 AM,31.51,34.85,24.91
260,06/24/07 02:19:00 AM,31.51,34.85,24.91
261,06/24/07 02:20:00 AM,31.51,34.85,24.91
262,06/24/07 02:21:00 AM,31.51,34.85,24.91
263,06/24/07 02:22:00 AM,31.51,34.85,24.91
264,06/24/07 02:23:00 AM,31.51,34.85,24.91
265,06/24/07 02:24:00 AM,31.70,34.85,24.91
266,06/24/07 02:25:00 AM,31.51,34.85,24.91
267,06/24/07 02:26:00 AM,31.51,34.85,24.91
268,06/24/07 02:27:00 AM,31.51,34.85,24.91
269,06/24/07 02:28:00 AM,31.51,34.85,24.91
270,06/24/07 02:29:00 AM,31.51,34.85,24.91
271,06/24/07 02:30:00 AM,31.51,34.85,24.91
272,06/24/07 02:31:00 AM,31.51,34.85,24.91
273,06/24/07 02:32:00 AM,31.51,34.85,24.91
274,06/24/07 02:33:00 AM,31.51,34.85,24.91
275,06/24/07 02:34:00 AM,31.51,34.85,24.91
276,06/24/07 02:35:00 AM,31.51,34.85,24.91
277,06/24/07 02:36:00 AM,31.51,34.85,24.91
278,06/24/07 02:37:00 AM,31.51,34.85,24.91
279,06/24/07 02:38:00 AM,31.51,34.85,24.91
280,06/24/07 02:39:00 AM,31.51,34.85,24.74
281,06/24/07 02:40:00 AM,31.51,34.85,24.74
282,06/24/07 02:41:00 AM,31.51,34.85,24.74
283,06/24/07 02:42:00 AM,31.51,34.85,24.74
284,06/24/07 02:43:00 AM,31.51,34.85,24.74
285,06/24/07 02:44:00 AM,31.51,34.85,24.74
286,06/24/07 02:45:00 AM,31.51,34.85,24.56
287,06/24/07 02:46:00 AM,31.51,34.85,24.56
288,06/24/07 02:47:00 AM,31.51,34.85,24.56
289,06/24/07 02:48:00 AM,31.51,34.85,24.56
290,06/24/07 02:49:00 AM,31.51,34.85,24.56
291,06/24/07 02:50:00 AM,31.32,34.85,24.74
292,06/24/07 02:51:00 AM,31.32,34.85,24.74
293,06/24/07 02:52:00 AM,31.51,34.85,24.74
294,06/24/07 02:53:00 AM,31.51,34.85,24.74
295,06/24/07 02:54:00 AM,31.51,34.85,24.74
296,06/24/07 02:55:00 AM,31.51,34.85,24.74
297,06/24/07 02:56:00 AM,31.51,34.85,24.74
298,06/24/07 02:57:00 AM,31.51,34.85,24.74
299,06/24/07 02:58:00 AM,31.32,34.85,24.74
300,06/24/07 02:59:00 AM,31.32,34.85,24.74
301,06/24/07 03:00:00 AM,31.32,34.85,24.74
302,06/24/07 03:01:00 AM,31.32,34.85,24.74
303,06/24/07 03:02:00 AM,31.32,34.85,24.74
304,06/24/07 03:03:00 AM,31.32,34.85,24.74
305,06/24/07 03:04:00 AM,31.32,34.85,24.74
306,06/24/07 03:05:00 AM,31.32,34.85,24.74
307,06/24/07 03:06:00 AM,31.32,34.85,24.74
308,06/24/07 03:07:00 AM,31.32,34.85,24.56
309,06/24/07 03:08:00 AM,31.32,34.85,24.56
310,06/24/07 03:09:00 AM,31.32,34.85,24.56
311,06/24/07 03:10:00 AM,31.32,34.85,24.56
312,06/24/07 03:11:00 AM,31.32,34.85,24.56
313,06/24/07 03:12:00 AM,31.32,34.85,24.56
314,06/24/07 03:13:00 AM,31.32,34.85,24.56
315,06/24/07 03:14:00 AM,31.51,34.85,24.56
316,06/24/07 03:15:00 AM,31.51,34.85,24.56
317,06/24/07 03:16:00 AM,31.51,34.85,24.56
318,06/24/07 03:17:00 AM,31.51,34.85,24.38
319,06/24/07 03:18:00 AM,31.51,34.85,24.38
320,06/24/07 03:19:00 AM,31.51,34.85,24.38
321,06/24/07 03:20:00 AM,31.51,34.85,24.38
322,06/24/07 03:21:00 AM,31.51,34.85,24.38
323,06/24/07 03:22:00 AM,31.51,34.85,24.21
324,06/24/07 03:23:00 AM,31.51,34.85,24.21
325,06/24/07 03:24:00 AM,31.51,34.85,24.21
326,06/24/07 03:25:00 AM,31.51,34.85,24.21
327,06/24/07 03:26:00 AM,31.32,34.85,24.21
328,06/24/07 03:27:00 AM,31.32,34.85,24.21
329,06/24/07 03:28:00 AM,31.32,34.85,24.21
330,06/24/07 03:29:00 AM,31.32,34.85,24.21
331,06/24/07 03:30:00 AM,31.32,34.85,24.21
332,06/24/07 03:31:00 AM,31.32,34.85,24.21
333,06/24/07 03:32:00 AM,31.32,34.85,24.21
334,06/24/07 03:33:00 AM,31.32,34.85,24.21
335,06/24/07 03:34:00 AM,31.32,34.85,24.21
336,06/24/07 03:35:00 AM,31.32,34.85,24.21
337,06/24/07 03:36:00 AM,31.32,34.85,24.03
338,06/24/07 03:37:00 AM,31.13,34.85,24.03
339,06/24/07 03:38:00 AM,31.13,34.85,24.21
340,06/24/07 03:39:00 AM,30.94,34.85,24.03
341,06/24/07 03:40:00 AM,30.94,34.85,24.03
342,06/24/07 03:41:00 AM,30.94,34.85,24.03
343,06/24/07 03:42:00 AM,30.94,34.85,24.03
344,06/24/07 03:43:00 AM,30.94,34.85,24.03
345,06/24/07 03:44:00 AM,30.94,34.85,24.03
346,06/24/07 03:45:00 AM,30.94,34.85,24.03
347,06/24/07 03:46:00 AM,30.75,34.85,24.03
348,06/24/07 03:47:00 AM,30.37,34.85,24.03
349,06/24/07 03:48:00 AM,30.00,34.85,24.03
350,06/24/07 03:49:00 AM,29.81,34.85,23.86
351,06/24/07 03:50:00 AM,29.62,34.85,23.86
352,06/24/07 03:51:00 AM,29.62,34.85,23.86
353,06/24/07 03:52:00 AM,29.62,34.85,23.86
354,06/24/07 03:53:00 AM,29.62,34.85,23.86
355,06/24/07 03:54:00 AM,29.62,34.85,23.86
356,06/24/07 03:55:00 AM,29.62,34.85,23.86
357,06/24/07 03:56:00 AM,29.62,34.85,23.86
358,06/24/07 03:57:00 AM,29.62,34.85,23.86
359,06/24/07 03:58:00 AM,29.62,34.85,23.86
360,06/24/07 03:59:00 AM,29.62,34.85,23.86
361,06/24/07 04:00:00 AM,29.44,34.85,23.86
362,06/24/07 04:01:00 AM,29.44,34.85,23.86
363,06/24/07 04:02:00 AM,29.44,34.85,23.86
364,06/24/07 04:03:00 AM,29.44,34.85,23.86
365,06/24/07 04:04:00 AM,29.25,34.85,23.86
366,06/24/07 04:05:00 AM,29.25,34.85,23.86
367,06/24/07 04:06:00 AM,29.25,34.85,23.86
368,06/24/07 04:07:00 AM,29.25,34.85,23.86
369,06/24/07 04:08:00 AM,29.07,34.85,23.86
370,06/24/07 04:09:00 AM,29.07,34.85,23.68
371,06/24/07 04:10:00 AM,29.07,34.85,23.68
372,06/24/07 04:11:00 AM,29.07,34.85,23.68
373,06/24/07 04:12:00 AM,29.07,34.85,23.51
374,06/24/07 04:13:00 AM,29.62,34.85,23.68
375,06/24/07 04:14:00 AM,29.81,34.85,23.68
376,06/24/07 04:15:00 AM,30.00,34.85,23.51
377,06/24/07 04:16:00 AM,30.18,34.85,23.51
378,06/24/07 04:17:00 AM,30.18,34.85,23.51
379,06/24/07 04:18:00 AM,30.18,34.85,23.51
380,06/24/07 04:19:00 AM,30.18,34.85,23.51
381,06/24/07 04:20:00 AM,30.18,34.85,23.51
382,06/24/07 04:21:00 AM,30.18,34.85,23.51
383,06/24/07 04:22:00 AM,30.37,34.85,23.51
384,06/24/07 04:23:00 AM,30.37,34.85,23.68
385,06/24/07 04:24:00 AM,30.56,34.85,23.68
386,06/24/07 04:25:00 AM,30.56,34.85,23.68
387,06/24/07 04:26:00 AM,30.56,34.85,23.68
388,06/24/07 04:27:00 AM,30.56,34.85,23.68
389,06/24/07 04:28:00 AM,30.56,34.85,23.68
390,06/24/07 04:29:00 AM,30.56,34.85,23.68
391,06/24/07 04:30:00 AM,30.56,34.85,23.68
392,06/24/07 04:31:00 AM,30.56,34.85,23.68
393,06/24/07 04:32:00 AM,30.56,34.85,23.68
394,06/24/07 04:33:00 AM,30.56,34.85,23.68
395,06/24/07 04:34:00 AM,30.56,34.85,23.51
396,06/24/07 04:35:00 AM,30.56,34.85,23.51
397,06/24/07 04:36:00 AM,30.56,34.85,23.51
398,06/24/07 04:37:00 AM,30.56,34.85,23.51
399,06/24/07 04:38:00 AM,30.56,34.85,23.51
400,06/24/07 04:39:00 AM,30.56,34.85,23.51
401,06/24/07 04:40:00 AM,30.56,34.85,23.51
402,06/24/07 04:41:00 AM,30.56,34.85,23.51
403,06/24/07 04:42:00 AM,30.56,34.85,23.51
404,06/24/07 04:43:00 AM,30.56,34.85,23.51
405,06/24/07 04:44:00 AM,30.56,34.85,23.51
406,06/24/07 04:45:00 AM,30.56,34.85,23.51
407,06/24/07 04:46:00 AM,30.56,34.85,23.51
408,06/24/07 04:47:00 AM,30.56,34.85,23.51
409,06/24/07 04:48:00 AM,30.56,34.85,23.33
410,06/24/07 04:49:00 AM,30.56,34.85,23.33
411,06/24/07 04:50:00 AM,30.56,34.85,23.33
412,06/24/07 04:51:00 AM,30.56,34.85,23.33
413,06/24/07 04:52:00 AM,30.56,34.85,23.33
414,06/24/07 04:53:00 AM,30.56,34.85,23.33
415,06/24/07 04:54:00 AM,30.56,34.85,23.33
416,06/24/07 04:55:00 AM,30.56,34.85,23.33
417,06/24/07 04:56:00 AM,30.56,34.85,23.33
418,06/24/07 04:57:00 AM,30.56,34.85,23.33
419,06/24/07 04:58:00 AM,30.56,34.85,23.33
420,06/24/07 04:59:00 AM,30.56,34.85,23.33
421,06/24/07 05:00:00 AM,30.56,34.85,23.33
422,06/24/07 05:01:00 AM,30.56,34.85,23.33
423,06/24/07 05:02:00 AM,30.56,34.85,23.33
424,06/24/07 05:03:00 AM,30.56,34.85,23.33
425,06/24/07 05:04:00 AM,30.56,34.85,23.33
426,06/24/07 05:05:00 AM,30.56,34.85,23.33
427,06/24/07 05:06:00 AM,30.56,34.85,23.33
428,06/24/07 05:07:00 AM,30.56,34.85,23.33
429,06/24/07 05:08:00 AM,30.56,34.85,23.33
430,06/24/07 05:09:00 AM,30.37,34.85,23.33
431,06/24/07 05:10:00 AM,30.37,34.85,23.33
432,06/24/07 05:11:00 AM,30.37,34.85,23.33
433,06/24/07 05:12:00 AM,30.37,34.85,23.33
434,06/24/07 05:13:00 AM,30.37,34.85,23.33
435,06/24/07 05:14:00 AM,30.00,34.85,23.33
436,06/24/07 05:15:00 AM,29.81,34.43,23.33
437,06/24/07 05:16:00 AM,30.00,34.43,23.33
438,06/24/07 05:17:00 AM,30.18,34.43,23.33
439,06/24/07 05:18:00 AM,30.18,34.43,23.33
440,06/24/07 05:19:00 AM,30.18,34.43,23.16
441,06/24/07 05:20:00 AM,30.37,34.43,23.16
442,06/24/07 05:21:00 AM,30.37,34.43,23.16
443,06/24/07 05:22:00 AM,30.37,34.43,23.33
444,06/24/07 05:23:00 AM,30.37,34.43,23.33
445,06/24/07 05:24:00 AM,30.18,34.43,23.33
446,06/24/07 05:25:00 AM,30.18,34.43,23.16
447,06/24/07 05:26:00 AM,30.18,34.43,23.16
448,06/24/07 05:27:00 AM,30.18,34.43,23.16
449,06/24/07 05:28:00 AM,30.18,34.43,23.33
450,06/24/07 05:29:00 AM,30.37,34.43,23.16
451,06/24/07 05:30:00 AM,30.37,34.43,23.16
452,06/24/07 05:31:00 AM,30.37,34.43,23.16
453,06/24/07 05:32:00 AM,30.37,34.43,23.16
454,06/24/07 05:33:00 AM,30.37,34.43,23.16
455,06/24/07 05:34:00 AM,30.37,34.43,23.16
456,06/24/07 05:35:00 AM,30.18,34.43,23.16
457,06/24/07 05:36:00 AM,30.18,34.43,23.16
458,06/24/07 05:37:00 AM,30.18,34.43,23.33
459,06/24/07 05:38:00 AM,30.18,34.43,23.33
460,06/24/07 05:39:00 AM,30.18,34.43,23.33
461,06/24/07 05:40:00 AM,30.18,34.43,23.33
462,06/24/07 05:41:00 AM,30.18,34.43,23.33
463,06/24/07 05:42:00 AM,30.18,34.43,23.33
464,06/24/07 05:43:00 AM,30.37,34.43,23.33
465,06/24/07 05:44:00 AM,29.81,34.43,23.16
466,06/24/07 05:45:00 AM,29.25,34.43,23.16
467,06/24/07 05:46:00 AM,29.07,34.43,23.16
468,06/24/07 05:47:00 AM,28.70,34.43,23.16
469,06/24/07 05:48:00 AM,28.51,34.43,23.16
470,06/24/07 05:49:00 AM,28.33,34.43,23.16
471,06/24/07 05:50:00 AM,28.33,34.43,23.16
472,06/24/07 05:51:00 AM,28.33,34.43,23.16
473,06/24/07 05:52:00 AM,28.33,34.43,23.16
474,06/24/07 05:53:00 AM,28.33,34.43,23.16
475,06/24/07 05:54:00 AM,28.33,34.43,23.16
476,06/24/07 05:55:00 AM,28.33,34.85,23.33
