"Plot Title: GL19_07_C4"
"#","Date Time, GMT-05:00","H08 Temp., °C (LGR S/N: 822540)","H08 Temp., °C (LGR S/N: 822540)","H08 Temp., °C (LGR S/N: 822540)"
118,06/01/07 07:41:39 PM,23.33,27.91,22.81
119,06/01/07 07:42:39 PM,23.33,27.91,22.81
120,06/01/07 07:43:39 PM,23.33,27.91,22.81
121,06/01/07 07:44:39 PM,23.33,27.91,22.81
122,06/01/07 07:45:39 PM,23.33,27.91,22.81
123,06/01/07 07:46:39 PM,23.33,28.31,22.81
124,06/01/07 07:47:39 PM,23.33,28.31,22.81
125,06/01/07 07:48:39 PM,23.33,28.31,22.81
126,06/01/07 07:49:39 PM,23.33,25.56,22.81
127,06/01/07 07:50:39 PM,23.16,24.40,22.81
128,06/01/07 07:51:39 PM,22.81,24.79,22.81
129,06/01/07 07:52:39 PM,22.64,24.01,22.81
130,06/01/07 07:53:39 PM,22.64,24.01,22.64
131,06/01/07 07:54:39 PM,22.46,23.63,22.64
132,06/01/07 07:55:39 PM,22.46,23.24,22.64
133,06/01/07 07:56:39 PM,22.46,23.63,22.64
134,06/01/07 07:57:39 PM,22.29,23.63,22.64
135,06/01/07 07:58:39 PM,22.29,23.63,22.64
136,06/01/07 07:59:39 PM,22.29,23.63,22.64
137,06/01/07 08:00:39 PM,22.29,23.24,22.46
138,06/01/07 08:01:39 PM,22.29,22.86,22.46
139,06/01/07 08:02:39 PM,22.29,22.86,22.46
140,06/01/07 08:03:39 PM,22.12,22.48,22.46
141,06/01/07 08:04:39 PM,22.12,23.24,22.46
142,06/01/07 08:05:39 PM,22.12,23.24,22.46
143,06/01/07 08:06:39 PM,22.12,23.24,22.46
144,06/01/07 08:07:39 PM,22.12,23.24,22.46
145,06/01/07 08:08:39 PM,22.12,22.86,22.29
146,06/01/07 08:09:39 PM,22.12,25.95,22.29
147,06/01/07 08:10:39 PM,22.29,27.52,22.29
148,06/01/07 08:11:39 PM,22.46,28.31,22.29
149,06/01/07 08:12:39 PM,22.46,28.70,22.29
150,06/01/07 08:13:39 PM,22.64,29.10,22.29
151,06/01/07 08:14:39 PM,22.64,24.01,22.29
152,06/01/07 08:15:39 PM,22.81,23.63,22.29
153,06/01/07 08:16:39 PM,22.64,22.86,22.29
154,06/01/07 08:17:39 PM,22.81,23.24,22.12
155,06/01/07 08:18:39 PM,22.81,23.63,22.12
156,06/01/07 08:19:39 PM,22.98,23.63,22.12
157,06/01/07 08:20:39 PM,22.81,23.63,22.12
158,06/01/07 08:21:39 PM,22.81,24.01,22.12
159,06/01/07 08:22:39 PM,22.98,24.01,22.12
160,06/01/07 08:23:39 PM,22.98,23.63,22.12
161,06/01/07 08:24:39 PM,22.81,24.01,22.12
162,06/01/07 08:25:39 PM,22.98,24.40,22.12
163,06/01/07 08:26:39 PM,22.98,24.40,22.12
164,06/01/07 08:27:39 PM,22.98,24.40,22.29
165,06/01/07 08:28:39 PM,22.98,24.01,22.29
166,06/01/07 08:29:39 PM,22.98,23.63,22.29
167,06/01/07 08:30:39 PM,22.98,24.01,22.29
168,06/01/07 08:31:39 PM,22.98,23.63,22.29
169,06/01/07 08:32:39 PM,22.81,24.40,22.29
170,06/01/07 08:33:39 PM,22.81,24.40,22.29
171,06/01/07 08:34:39 PM,22.81,24.79,22.12
172,06/01/07 08:35:39 PM,22.81,24.40,22.12
173,06/01/07 08:36:39 PM,22.81,23.63,22.12
174,06/01/07 08:37:39 PM,22.81,24.01,22.12
175,06/01/07 08:38:39 PM,22.81,24.79,22.12
176,06/01/07 08:39:39 PM,22.81,24.79,22.12
177,06/01/07 08:40:39 PM,22.81,24.79,22.12
178,06/01/07 08:41:39 PM,22.81,24.40,22.12
179,06/01/07 08:42:39 PM,22.81,24.79,22.12
180,06/01/07 08:43:39 PM,22.81,24.40,22.12
181,06/01/07 08:44:39 PM,22.64,24.40,21.95
182,06/01/07 08:45:39 PM,22.46,23.63,21.95
183,06/01/07 08:46:39 PM,22.64,23.63,21.95
184,06/01/07 08:47:39 PM,22.64,23.63,21.95
185,06/01/07 08:48:39 PM,22.64,22.86,21.95
186,06/01/07 08:49:39 PM,22.64,23.24,21.95
187,06/01/07 08:50:39 PM,22.64,23.24,21.95
188,06/01/07 08:51:39 PM,22.64,23.24,21.95
189,06/01/07 08:52:39 PM,22.64,23.63,21.95
190,06/01/07 08:53:39 PM,22.81,23.24,21.95
191,06/01/07 08:54:39 PM,22.81,23.63,21.95
192,06/01/07 08:55:39 PM,22.81,23.24,21.95
193,06/01/07 08:56:39 PM,22.81,22.86,21.95
194,06/01/07 08:57:39 PM,22.64,23.63,21.95
195,06/01/07 08:58:39 PM,22.64,23.63,21.95
196,06/01/07 08:59:39 PM,22.64,23.63,21.95
197,06/01/07 09:00:39 PM,22.81,23.24,21.95
198,06/01/07 09:01:39 PM,22.81,23.63,21.95
199,06/01/07 09:02:39 PM,22.81,23.63,21.95
200,06/01/07 09:03:39 PM,22.81,23.63,21.95
201,06/01/07 09:04:39 PM,22.81,23.63,21.95
202,06/01/07 09:05:39 PM,22.81,23.63,21.95
203,06/01/07 09:06:39 PM,22.81,23.63,21.95
204,06/01/07 09:07:39 PM,22.81,23.63,21.95
205,06/01/07 09:08:39 PM,22.81,23.24,21.95
206,06/01/07 09:09:39 PM,22.81,23.63,21.77
207,06/01/07 09:10:39 PM,22.81,23.24,21.95
208,06/01/07 09:11:39 PM,22.81,23.24,21.77
209,06/01/07 09:12:39 PM,22.81,23.63,21.77
210,06/01/07 09:13:39 PM,22.81,23.24,21.95
211,06/01/07 09:14:39 PM,22.81,23.24,21.95
212,06/01/07 09:15:39 PM,22.81,23.63,21.95
213,06/01/07 09:16:39 PM,22.81,23.63,21.95
214,06/01/07 09:17:39 PM,22.81,23.63,21.95
215,06/01/07 09:18:39 PM,22.64,23.24,21.95
216,06/01/07 09:19:39 PM,22.64,23.63,21.77
217,06/01/07 09:20:39 PM,22.64,23.63,21.77
218,06/01/07 09:21:39 PM,22.64,23.63,21.77
219,06/01/07 09:22:39 PM,22.64,23.24,21.77
220,06/01/07 09:23:39 PM,22.64,23.24,21.77
221,06/01/07 09:24:39 PM,22.46,23.24,21.77
222,06/01/07 09:25:39 PM,22.29,22.86,21.77
223,06/01/07 09:26:39 PM,22.12,23.24,21.60
224,06/01/07 09:27:39 PM,22.12,23.24,21.60
225,06/01/07 09:28:39 PM,22.12,23.24,21.60
226,06/01/07 09:29:39 PM,22.29,23.24,21.60
227,06/01/07 09:30:39 PM,22.29,23.63,21.60
228,06/01/07 09:31:39 PM,22.29,23.24,21.60
229,06/01/07 09:32:39 PM,22.29,23.24,21.60
230,06/01/07 09:33:39 PM,22.46,23.24,21.60
231,06/01/07 09:34:39 PM,22.46,23.24,21.60
232,06/01/07 09:35:39 PM,22.46,23.24,21.60
233,06/01/07 09:36:39 PM,22.46,23.63,21.60
234,06/01/07 09:37:39 PM,22.46,23.24,21.60
235,06/01/07 09:38:39 PM,22.46,23.63,21.60
236,06/01/07 09:39:39 PM,22.46,22.86,21.77
237,06/01/07 09:40:39 PM,22.46,23.63,21.60
238,06/01/07 09:41:39 PM,22.46,23.63,21.60
239,06/01/07 09:42:39 PM,22.46,23.63,21.60
240,06/01/07 09:43:39 PM,22.46,23.63,21.60
241,06/01/07 09:44:39 PM,22.46,23.63,21.60
242,06/01/07 09:45:39 PM,22.29,23.63,21.60
243,06/01/07 09:46:39 PM,22.29,23.24,21.60
244,06/01/07 09:47:39 PM,22.29,23.63,21.60
245,06/01/07 09:48:39 PM,22.29,23.63,21.60
246,06/01/07 09:49:39 PM,22.12,23.24,21.60
247,06/01/07 09:50:39 PM,22.12,23.63,21.43
248,06/01/07 09:51:39 PM,22.12,23.63,21.43
249,06/01/07 09:52:39 PM,22.12,23.24,21.43
250,06/01/07 09:53:39 PM,21.95,23.63,21.43
251,06/01/07 09:54:39 PM,21.95,24.01,21.43
252,06/01/07 09:55:39 PM,22.12,22.86,21.43
253,06/01/07 09:56:39 PM,22.12,23.63,21.43
254,06/01/07 09:57:39 PM,22.12,23.63,21.43
255,06/01/07 09:58:39 PM,22.12,23.63,21.43
256,06/01/07 09:59:39 PM,22.12,23.24,21.43
257,06/01/07 10:00:39 PM,22.12,24.40,21.43
258,06/01/07 10:01:39 PM,21.95,23.63,21.43
259,06/01/07 10:02:39 PM,21.95,23.24,21.43
260,06/01/07 10:03:39 PM,21.95,24.01,21.43
261,06/01/07 10:04:39 PM,21.95,24.40,21.43
262,06/01/07 10:05:39 PM,21.95,24.40,21.43
263,06/01/07 10:06:39 PM,21.77,23.63,21.43
264,06/01/07 10:07:39 PM,21.77,24.40,21.26
265,06/01/07 10:08:39 PM,21.95,24.01,21.43
266,06/01/07 10:09:39 PM,21.95,23.63,21.43
267,06/01/07 10:10:39 PM,21.95,24.01,21.43
268,06/01/07 10:11:39 PM,22.12,24.01,21.43
269,06/01/07 10:12:39 PM,22.12,23.63,21.43
270,06/01/07 10:13:39 PM,22.12,24.01,21.43
271,06/01/07 10:14:39 PM,21.77,24.40,21.26
272,06/01/07 10:15:39 PM,21.77,24.40,21.26
273,06/01/07 10:16:39 PM,21.95,24.40,21.26
274,06/01/07 10:17:39 PM,22.12,24.40,21.43
275,06/01/07 10:18:39 PM,22.29,23.24,21.43
276,06/01/07 10:19:39 PM,22.29,23.63,21.43
277,06/01/07 10:20:39 PM,22.46,24.40,21.43
278,06/01/07 10:21:39 PM,22.46,24.79,21.43
279,06/01/07 10:22:39 PM,21.95,24.79,21.43
280,06/01/07 10:23:39 PM,21.77,24.79,21.26
281,06/01/07 10:24:39 PM,21.77,24.79,21.26
282,06/01/07 10:25:39 PM,21.60,24.40,21.26
283,06/01/07 10:26:39 PM,21.60,24.01,21.08
284,06/01/07 10:27:39 PM,21.60,24.01,21.08
285,06/01/07 10:28:39 PM,21.60,24.01,21.08
286,06/01/07 10:29:39 PM,21.43,24.01,21.08
287,06/01/07 10:30:39 PM,21.60,24.40,21.08
288,06/01/07 10:31:39 PM,21.60,24.40,21.08
289,06/01/07 10:32:39 PM,21.60,24.01,21.08
290,06/01/07 10:33:39 PM,21.60,23.63,21.08
291,06/01/07 10:34:39 PM,21.60,24.01,21.08
292,06/01/07 10:35:39 PM,21.43,23.63,20.91
293,06/01/07 10:36:39 PM,21.60,24.40,20.91
294,06/01/07 10:37:39 PM,21.60,24.40,20.91
295,06/01/07 10:38:39 PM,21.60,24.01,20.91
296,06/01/07 10:39:39 PM,21.60,24.01,20.91
297,06/01/07 10:40:39 PM,21.43,24.01,20.74
298,06/01/07 10:41:39 PM,21.43,24.40,20.74
299,06/01/07 10:42:39 PM,21.43,24.40,20.74
300,06/01/07 10:43:39 PM,21.43,25.17,20.74
301,06/01/07 10:44:39 PM,21.26,24.79,20.74
302,06/01/07 10:45:39 PM,21.26,24.40,20.74
303,06/01/07 10:46:39 PM,21.26,24.79,20.74
304,06/01/07 10:47:39 PM,21.26,24.79,20.74
305,06/01/07 10:48:39 PM,21.26,24.79,20.74
306,06/01/07 10:49:39 PM,21.26,24.79,20.74
307,06/01/07 10:50:39 PM,21.26,24.79,20.74
308,06/01/07 10:51:39 PM,21.26,24.79,20.74
309,06/01/07 10:52:39 PM,21.26,24.79,20.74
310,06/01/07 10:53:39 PM,21.43,24.01,20.74
311,06/01/07 10:54:39 PM,21.26,24.01,20.57
312,06/01/07 10:55:39 PM,21.43,23.63,20.57
313,06/01/07 10:56:39 PM,21.43,23.63,20.57
314,06/01/07 10:57:39 PM,21.26,23.24,20.57
315,06/01/07 10:58:39 PM,21.26,23.63,20.57
316,06/01/07 10:59:39 PM,21.26,24.01,20.57
317,06/01/07 11:00:39 PM,21.26,24.01,20.57
318,06/01/07 11:01:39 PM,21.26,24.01,20.57
319,06/01/07 11:02:39 PM,21.26,23.63,20.74
320,06/01/07 11:03:39 PM,21.43,24.01,20.74
321,06/01/07 11:04:39 PM,21.43,23.63,20.74
322,06/01/07 11:05:39 PM,21.43,23.63,20.74
323,06/01/07 11:06:39 PM,21.60,24.01,20.74
324,06/01/07 11:07:39 PM,21.60,23.63,20.74
325,06/01/07 11:08:39 PM,21.60,23.63,20.74
326,06/01/07 11:09:39 PM,21.60,23.24,20.74
327,06/01/07 11:10:39 PM,21.77,22.48,20.74
328,06/01/07 11:11:39 PM,21.77,22.48,20.74
329,06/01/07 11:12:39 PM,21.95,22.48,20.57
330,06/01/07 11:13:39 PM,21.95,22.48,20.57
331,06/01/07 11:14:39 PM,21.95,22.09,20.74
332,06/01/07 11:15:39 PM,21.95,22.09,20.74
333,06/01/07 11:16:39 PM,21.95,22.09,20.57
334,06/01/07 11:17:39 PM,21.95,21.71,20.57
335,06/01/07 11:18:39 PM,22.12,22.09,20.57
336,06/01/07 11:19:39 PM,22.12,22.09,20.57
337,06/01/07 11:20:39 PM,22.12,22.09,20.57
338,06/01/07 11:21:39 PM,22.12,22.09,20.57
339,06/01/07 11:22:39 PM,21.95,22.09,20.40
340,06/01/07 11:23:39 PM,21.95,22.86,20.40
341,06/01/07 11:24:39 PM,21.95,22.09,20.40
342,06/01/07 11:25:39 PM,21.95,22.09,20.40
343,06/01/07 11:26:39 PM,21.95,21.71,20.40
344,06/01/07 11:27:39 PM,21.95,22.09,20.40
345,06/01/07 11:28:39 PM,21.95,22.86,20.40
346,06/01/07 11:29:39 PM,21.77,22.86,20.40
347,06/01/07 11:30:39 PM,21.60,22.86,20.40
348,06/01/07 11:31:39 PM,21.43,22.86,20.23
349,06/01/07 11:32:39 PM,21.43,22.86,20.23
350,06/01/07 11:33:39 PM,21.26,22.86,20.23
351,06/01/07 11:34:39 PM,21.26,22.86,20.23
352,06/01/07 11:35:39 PM,21.26,22.86,20.23
353,06/01/07 11:36:39 PM,21.26,23.24,20.23
354,06/01/07 11:37:39 PM,21.26,23.24,20.23
355,06/01/07 11:38:39 PM,21.26,23.24,20.23
356,06/01/07 11:39:39 PM,21.26,23.24,20.23
357,06/01/07 11:40:39 PM,21.43,23.24,20.40
358,06/01/07 11:41:39 PM,21.26,22.86,20.40
359,06/01/07 11:42:39 PM,21.26,22.86,20.23
360,06/01/07 11:43:39 PM,21.26,23.24,20.23
361,06/01/07 11:44:39 PM,21.26,23.24,20.23
362,06/01/07 11:45:39 PM,21.26,22.86,20.23
363,06/01/07 11:46:39 PM,21.26,23.24,20.23
364,06/01/07 11:47:39 PM,21.08,23.63,20.23
365,06/01/07 11:48:39 PM,21.08,24.01,20.23
366,06/01/07 11:49:39 PM,20.91,24.01,20.23
367,06/01/07 11:50:39 PM,20.91,23.63,20.23
368,06/01/07 11:51:39 PM,21.08,23.63,20.23
369,06/01/07 11:52:39 PM,21.26,24.01,20.23
370,06/01/07 11:53:39 PM,21.26,24.01,20.23
371,06/01/07 11:54:39 PM,21.26,23.63,20.23
372,06/01/07 11:55:39 PM,21.08,23.63,20.23
373,06/01/07 11:56:39 PM,21.08,24.01,20.23
374,06/01/07 11:57:39 PM,21.08,23.63,20.06
375,06/01/07 11:58:39 PM,21.08,23.63,20.06
376,06/01/07 11:59:39 PM,21.08,23.63,20.06
377,06/02/07 12:00:39 AM,21.08,23.24,20.06
378,06/02/07 12:01:39 AM,20.91,22.48,20.06
379,06/02/07 12:02:39 AM,20.91,23.24,19.89
380,06/02/07 12:03:39 AM,20.91,24.01,19.89
381,06/02/07 12:04:39 AM,20.74,24.01,19.89
382,06/02/07 12:05:39 AM,20.74,23.24,19.89
383,06/02/07 12:06:39 AM,20.74,23.63,19.72
384,06/02/07 12:07:39 AM,20.40,23.63,19.72
385,06/02/07 12:08:39 AM,20.40,23.24,19.72
386,06/02/07 12:09:39 AM,20.23,24.01,19.55
387,06/02/07 12:10:39 AM,20.06,24.01,19.55
388,06/02/07 12:11:39 AM,20.23,23.24,19.55
389,06/02/07 12:12:39 AM,20.06,23.24,19.55
390,06/02/07 12:13:39 AM,20.06,23.24,19.55
391,06/02/07 12:14:39 AM,20.06,24.01,19.55
392,06/02/07 12:15:39 AM,20.23,24.40,19.55
393,06/02/07 12:16:39 AM,20.23,24.40,19.55
394,06/02/07 12:17:39 AM,20.23,23.63,19.55
395,06/02/07 12:18:39 AM,20.06,23.24,19.55
396,06/02/07 12:19:39 AM,20.06,23.24,19.55
397,06/02/07 12:20:39 AM,20.06,23.24,19.55
398,06/02/07 12:21:39 AM,20.06,22.86,19.55
399,06/02/07 12:22:39 AM,20.06,23.24,19.55
400,06/02/07 12:23:39 AM,19.89,22.86,19.38
401,06/02/07 12:24:39 AM,19.55,22.48,19.38
402,06/02/07 12:25:39 AM,19.21,22.09,19.21
403,06/02/07 12:26:39 AM,19.21,22.09,19.21
404,06/02/07 12:27:39 AM,19.21,21.71,19.04
405,06/02/07 12:28:39 AM,19.21,22.09,19.04
406,06/02/07 12:29:39 AM,19.38,22.48,19.04
407,06/02/07 12:30:39 AM,19.38,22.09,19.04
408,06/02/07 12:31:39 AM,18.87,20.95,18.87
409,06/02/07 12:32:39 AM,18.87,21.33,18.87
410,06/02/07 12:33:39 AM,18.87,21.33,18.87
411,06/02/07 12:34:39 AM,18.70,21.71,18.70
412,06/02/07 12:35:39 AM,18.87,22.09,18.70
413,06/02/07 12:36:39 AM,18.70,20.95,18.70
414,06/02/07 12:37:39 AM,18.87,21.33,18.70
415,06/02/07 12:38:39 AM,19.04,21.71,18.70
416,06/02/07 12:39:39 AM,19.21,21.71,18.70
417,06/02/07 12:40:39 AM,19.21,21.33,18.87
418,06/02/07 12:41:39 AM,19.38,21.71,18.87
419,06/02/07 12:42:39 AM,19.38,21.71,18.87
420,06/02/07 12:43:39 AM,19.38,21.71,18.87
421,06/02/07 12:44:39 AM,19.38,21.33,18.87
422,06/02/07 12:45:39 AM,19.38,21.33,18.87
423,06/02/07 12:46:39 AM,19.21,21.33,18.70
424,06/02/07 12:47:39 AM,19.21,21.33,18.70
425,06/02/07 12:48:39 AM,19.04,20.57,18.70
426,06/02/07 12:49:39 AM,18.87,20.95,18.70
427,06/02/07 12:50:39 AM,19.04,20.19,18.53
428,06/02/07 12:51:39 AM,18.87,20.95,18.53
429,06/02/07 12:52:39 AM,19.04,21.33,18.53
430,06/02/07 12:53:39 AM,19.04,20.95,18.53
431,06/02/07 12:54:39 AM,19.04,20.95,18.53
432,06/02/07 12:55:39 AM,19.21,20.19,18.53
433,06/02/07 12:56:39 AM,19.04,20.95,18.53
434,06/02/07 12:57:39 AM,18.87,20.57,18.53
435,06/02/07 12:58:39 AM,18.87,20.95,18.53
436,06/02/07 12:59:39 AM,19.04,20.57,18.53
437,06/02/07 01:00:39 AM,19.04,20.95,18.53
438,06/02/07 01:01:39 AM,19.21,20.95,18.53
439,06/02/07 01:02:39 AM,19.21,20.57,18.53
440,06/02/07 01:03:39 AM,19.04,20.95,18.53
441,06/02/07 01:04:39 AM,19.21,20.19,18.53
442,06/02/07 01:05:39 AM,19.21,20.95,18.53
443,06/02/07 01:06:39 AM,19.21,20.57,18.36
444,06/02/07 01:07:39 AM,19.04,20.57,18.36
445,06/02/07 01:08:39 AM,19.04,20.95,18.36
446,06/02/07 01:09:39 AM,19.21,20.95,18.36
447,06/02/07 01:10:39 AM,19.38,20.57,18.53
448,06/02/07 01:11:39 AM,19.38,20.19,18.53
449,06/02/07 01:12:39 AM,19.55,20.95,18.53
450,06/02/07 01:13:39 AM,19.55,20.57,18.53
451,06/02/07 01:14:39 AM,19.72,20.95,18.70
452,06/02/07 01:15:39 AM,19.72,20.95,18.70
453,06/02/07 01:16:39 AM,19.72,20.95,18.70
454,06/02/07 01:17:39 AM,19.72,20.19,18.70
455,06/02/07 01:18:39 AM,19.72,20.95,18.70
456,06/02/07 01:19:39 AM,19.72,20.57,18.87
457,06/02/07 01:20:39 AM,19.72,20.19,18.87
458,06/02/07 01:21:39 AM,19.72,19.81,18.70
459,06/02/07 01:22:39 AM,19.72,20.57,18.70
460,06/02/07 01:23:39 AM,19.72,20.57,18.70
461,06/02/07 01:24:39 AM,19.89,20.95,18.70
462,06/02/07 01:25:39 AM,19.72,20.95,18.70
463,06/02/07 01:26:39 AM,19.89,19.81,18.70
464,06/02/07 01:27:39 AM,19.72,20.19,18.70
465,06/02/07 01:28:39 AM,19.72,20.57,18.70
466,06/02/07 01:29:39 AM,19.72,19.81,18.70
467,06/02/07 01:30:39 AM,19.72,20.57,18.70
468,06/02/07 01:31:39 AM,19.55,20.95,18.70
469,06/02/07 01:32:39 AM,19.72,20.19,18.70
470,06/02/07 01:33:39 AM,19.55,19.04,18.70
471,06/02/07 01:34:39 AM,19.55,20.19,18.53
472,06/02/07 01:35:39 AM,19.55,20.19,18.53
473,06/02/07 01:36:39 AM,19.55,20.95,18.53
474,06/02/07 01:37:39 AM,19.55,20.95,18.53
475,06/02/07 01:38:39 AM,19.55,20.95,18.70
